,rule,n_cells,m_attractors,max_period,max_transient,derrida_coeff,transient_to_attractor
575,191,16,31,16,1,0.375,143.6710816777042
576,192,12,2,1,11,0.5,2047.0
577,192,14,2,1,13,0.5,8191.0
578,192,16,2,1,15,0.5,32767.0
579,193,12,11,18,35,0.875,42.11578947368421
580,193,14,15,91,38,0.875,47.61721068249258
581,193,16,15,32,95,0.875,228.95087719298246
582,194,12,12,12,11,0.875,40.37373737373738
583,194,14,18,14,13,0.875,76.28301886792453
584,194,16,32,16,15,0.875,143.352422907489
585,195,12,24,12,4,1.0,15.0
586,195,14,298,14,2,1.0,3.0
587,195,16,1,1,16,1.0,65535.0
588,196,12,323,1,10,0.625,11.681114551083592
589,196,14,844,1,12,0.625,18.412322274881518
590,196,16,2208,1,14,0.625,28.681159420289855
591,197,12,30,1,11,0.75,135.53333333333333
592,197,14,52,1,13,0.75,314.0769230769231
593,197,16,91,1,15,0.75,719.1758241758242
594,198,12,76,2,10,1.0,26.675675675675677
595,198,14,186,2,12,1.0,43.52173913043478
596,198,16,420,2,14,1.0,77.39234449760765
597,199,12,75,2,11,0.875,26.86394557823129
598,199,14,185,2,13,0.875,43.643051771117165
599,199,16,419,2,15,0.875,77.48622754491018
600,200,12,853,1,1,0.625,3.801875732708089
601,200,14,2627,1,1,0.625,5.236771983250857
602,200,16,8090,1,1,0.625,7.100865265760198
603,201,12,674,2,2,1.0,3.0
604,201,14,2045,2,2,1.0,4.042782394582948
605,201,16,6259,2,2,1.0,5.357163643418373
606,202,12,109,12,10,0.75,19.897959183673468
607,202,14,228,14,12,0.75,37.824644549763036
608,202,16,484,16,14,0.75,71.3355408388521
609,203,12,99,3,6,0.875,39.554455445544555
610,203,14,211,1,8,0.875,76.64928909952607
611,203,16,453,1,8,0.875,143.6710816777042
612,204,12,4096,1,0,0.5,0.0
613,204,14,16384,1,0,0.5,0.0
614,204,16,65536,1,0,0.5,0.0
615,205,12,1499,1,1,0.625,1.732488325550367
616,205,14,5071,1,1,0.625,2.2309209228948927
617,205,16,17155,1,1,0.625,2.820227338968231
618,206,12,323,1,10,0.625,11.681114551083592
619,206,14,844,1,12,0.625,18.412322274881518
620,206,16,2208,1,14,0.625,28.681159420289855
621,207,12,322,1,1,0.5,11.720496894409937
622,207,14,843,1,1,0.5,18.43534994068802
623,207,16,2207,1,1,0.5,28.694608065246943
624,208,12,77,12,1,0.625,3.801875732708089
625,208,14,193,14,1,0.625,5.236771983250857
626,208,16,514,16,1,0.625,7.100865265760198
627,209,12,11,12,2,0.75,40.795918367346935
628,209,14,17,14,2,0.75,76.64928909952607
629,209,16,31,16,2,0.75,143.6710816777042
630,210,12,308,24,2,1.0,0.024
631,210,14,564,56,1,1.0,0.007874015748031496
632,210,16,4081,16,8,1.0,0.007843016639498048
633,211,12,52,12,2,0.875,6.301247771836007
634,211,14,120,14,2,0.875,9.082461538461539
635,211,16,298,16,2,0.875,13.024395463299808
636,212,12,61,12,5,0.75,5.3602484472049685
637,212,14,128,14,5,0.75,8.729216152019003
638,212,16,285,16,7,0.75,13.867513611615244
639,213,12,36,12,6,0.625,10.160762942779291
640,213,14,72,14,6,0.625,16.541755888650965
641,213,16,155,16,8,0.625,26.594105263157896
642,214,12,29,12,7,1.125,14.515151515151516
643,214,14,51,14,8,1.125,24.842271293375394
644,214,16,93,16,9,1.125,47.04692082111437
645,215,12,28,12,6,0.75,14.574144486692015
646,215,14,50,14,6,0.75,24.88309636650869
647,215,16,92,16,8,0.75,47.08217168011739
648,216,12,109,12,10,0.75,19.897959183673468
649,216,14,228,14,12,0.75,37.824644549763036
650,216,16,484,16,14,0.75,71.3355408388521
651,217,12,99,3,6,0.875,39.554455445544555
652,217,14,211,1,8,0.875,76.64928909952607
653,217,16,453,1,8,0.875,143.6710816777042
654,218,12,108,4,5,0.875,30.751937984496124
655,218,14,221,14,6,0.875,47.47337278106509
656,218,16,454,1,8,0.875,143.352422907489
657,219,12,98,1,2,0.75,40.795918367346935
658,219,14,211,1,2,0.75,76.64928909952607
659,219,16,453,1,2,0.75,143.6710816777042
660,220,12,323,1,10,0.625,11.681114551083592
661,220,14,844,1,12,0.625,18.412322274881518
662,220,16,2208,1,14,0.625,28.681159420289855
663,221,12,322,1,1,0.5,11.720496894409937
664,221,14,843,1,1,0.5,18.43534994068802
665,221,16,2207,1,1,0.5,28.694608065246943
666,222,12,323,1,5,0.75,11.681114551083592
667,222,14,844,1,6,0.75,18.412322274881518
668,222,16,2208,1,7,0.75,28.681159420289855
669,223,12,322,1,1,0.375,11.720496894409937
670,223,14,843,1,1,0.375,18.43534994068802
671,223,16,2207,1,1,0.375,28.694608065246943
672,224,12,32,12,10,0.625,11.681114551083592
673,224,14,65,14,12,0.625,18.412322274881518
674,224,16,144,16,14,0.625,28.681159420289855
675,225,12,37,168,85,1.0,4.673130193905817
676,225,14,72,448,153,1.0,3.7053417576105687
677,225,16,155,2688,457,1.0,7.503438432593746
678,226,12,61,12,5,0.75,5.38006230529595
679,226,14,127,14,6,0.75,8.729216152019003
680,226,16,285,16,7,0.75,13.85403445149592
681,227,12,34,12,6,0.875,10.736389684813753
682,227,14,68,14,7,0.875,17.367713004484305
683,227,16,149,16,8,0.875,27.55599128540305
684,228,12,109,12,10,0.75,19.897959183673468
685,228,14,228,14,12,0.75,37.824644549763036
686,228,16,484,16,14,0.75,71.3355408388521
687,229,12,29,12,9,0.875,14.226765799256505
688,229,14,51,42,9,0.875,22.372325249643367
689,229,16,115,48,12,0.875,33.1867501304121
690,230,12,12,12,11,0.875,40.37373737373738
691,230,14,18,14,13,0.875,76.28301886792453
692,230,16,32,16,15,0.875,143.352422907489
693,231,12,11,12,2,0.75,40.795918367346935
694,231,14,17,14,2,0.75,76.64928909952607
695,231,16,31,16,2,0.75,143.6710816777042
696,232,12,325,2,5,0.75,11.56441717791411
697,232,14,843,2,6,0.75,18.412322274881518
698,232,16,2207,2,7,0.75,28.681159420289855
699,233,12,50,2,9,1.125,76.28301886792453
700,233,14,93,2,8,1.125,173.29787234042553
701,233,16,176,2,10,1.125,365.122905027933
702,234,12,32,12,10,0.625,11.681114551083592
703,234,14,65,14,12,0.625,18.412322274881518
704,234,16,144,16,14,0.625,28.681159420289855
705,235,12,5,12,8,0.75,135.53333333333333
706,235,14,6,14,9,0.75,314.0769230769231
707,235,16,8,16,11,0.75,719.1758241758242
708,236,12,853,1,1,0.625,3.801875732708089
709,236,14,2627,1,1,0.625,5.236771983250857
710,236,16,8090,1,1,0.625,7.100865265760198
711,237,12,98,1,2,0.75,40.795918367346935
712,237,14,211,1,2,0.75,76.64928909952607
713,237,16,453,1,2,0.75,143.6710816777042
714,238,12,2,1,11,0.5,2047.0
715,238,14,2,1,13,0.5,8191.0
716,238,16,2,1,15,0.5,32767.0
717,239,12,1,1,2,0.375,4095.0
718,239,14,1,1,2,0.375,16383.0
719,239,16,1,1,2,0.375,65535.0
720,240,12,352,12,0,0.5,0.0
721,240,14,1182,14,0,0.5,0.0
722,240,16,4116,16,0,0.5,0.0
723,241,12,132,12,1,0.625,1.732488325550367
724,241,14,369,14,1,0.625,2.2309209228948927
725,241,16,1083,16,1,0.625,2.820227338968231
726,242,12,32,12,5,0.625,11.681114551083592
727,242,14,65,14,6,0.625,18.412322274881518
728,242,16,144,16,7,0.625,28.681159420289855
729,243,12,31,12,1,0.5,11.720496894409937
730,243,14,64,14,1,0.5,18.43534994068802
731,243,16,143,16,1,0.5,28.694608065246943
732,244,12,77,12,1,0.625,3.801875732708089
733,244,14,193,14,1,0.625,5.236771983250857
734,244,16,514,16,1,0.625,7.100865265760198
735,245,12,31,12,1,0.5,11.641975308641975
736,245,14,63,14,1,0.5,18.48156956004756
737,245,16,143,16,1,0.5,28.667722951561792
738,246,12,12,12,5,0.75,40.37373737373738
739,246,14,18,14,7,0.75,76.28301886792453
740,246,16,32,16,7,0.75,143.352422907489
741,247,12,11,12,1,0.375,40.795918367346935
742,247,14,17,14,1,0.375,76.64928909952607
743,247,16,31,16,1,0.375,143.6710816777042
744,248,12,32,12,10,0.625,11.681114551083592
745,248,14,65,14,12,0.625,18.412322274881518
746,248,16,144,16,14,0.625,28.681159420289855
747,249,12,5,12,8,0.75,135.53333333333333
748,249,14,6,14,9,0.75,314.0769230769231
749,249,16,8,16,11,0.75,719.1758241758242
750,250,12,3,2,5,0.5,1023.0
751,250,14,3,2,6,0.5,4095.0
752,250,16,3,2,7,0.5,16383.0
753,251,12,2,2,6,0.375,1364.3333333333333
754,251,14,2,2,7,0.375,5460.333333333333
755,251,16,2,2,8,0.375,21844.333333333332
756,252,12,2,1,11,0.5,2047.0
757,252,14,2,1,13,0.5,8191.0
758,252,16,2,1,15,0.5,32767.0
759,253,12,1,1,2,0.375,4095.0
760,253,14,1,1,2,0.375,16383.0
761,253,16,1,1,2,0.375,65535.0
762,254,12,2,1,6,0.375,2047.0
763,254,14,2,1,7,0.375,8191.0
764,254,16,2,1,8,0.375,32767.0
765,255,12,1,1,1,0.0,4095.0
766,255,14,1,1,1,0.0,16383.0
767,255,16,1,1,1,0.0,65535.0
