,rule,n_cells,m_attractors,mean_period,var_period,mean_transient,var_transient,derrida_coeff
259,18,10,26,3.1153846153846154,2.6405325443786984,1.5947265625,0.9851675033569336,0.75
260,18,11,25,3.56,5.846399999999999,2.111328125,1.6067466735839844,0.75
261,18,12,20,9.55,103.0475,2.13427734375,2.7593133449554443,0.75
262,18,13,29,9.896551724137929,96.64447086801432,2.540771484375,5.130661904811858,0.75
263,18,14,45,4.377777777777778,23.168395061728397,5.78680419921875,11.876361515372992,0.75
264,18,15,51,1.9803921568627447,0.01922337562475971,9.196014404296877,13.835754378698766,0.75
265,18,16,79,7.050632911392405,33.6430059285371,7.0970306396484375,28.173644747352228,0.75
266,19,3,1,2.0,0.0,1.125,0.609375,0.625
267,19,4,3,2.0,0.0,0.875,0.609375,0.625
268,19,5,6,2.0,0.0,0.78125,0.4833984375,0.625
269,19,6,10,2.0,0.0,0.828125,0.423583984375,0.625
270,19,7,15,2.0,0.0,0.9296875,0.39349365234375,0.625
271,19,8,23,2.0,0.0,1.0234375,0.38226318359375,0.625
272,19,9,37,2.0,0.0,1.08984375,0.3708343505859375,0.625
273,19,10,61,2.0,0.0,1.1396484375,0.3584280014038086,0.625
274,19,11,100,2.0,0.0,1.181640625,0.3439598083496094,0.625
275,19,12,162,2.0,0.0,1.219970703125,0.3297867178916931,0.625
276,19,13,261,2.0,0.0,1.2552490234375,0.3175383657217026,0.625
277,19,14,421,2.0,0.0,1.28741455078125,0.3075906299054623,0.625
278,19,15,681,2.0,0.0,1.316650390625,0.2995128035545349,0.625
279,19,16,1103,2.0,0.0,1.343353271484375,0.2927835797891021,0.625
280,20,3,1,1.0,0.0,1.25,0.4375,0.75
281,20,4,5,2.2,2.16,0.3125,0.21484375,0.75
282,20,5,2,5.5,20.25,0.8125,0.46484375,0.75
283,20,6,7,3.8571428571428568,6.122448979591838,0.625,0.328125,0.75
284,20,7,2,7.5,42.25,2.0859375,3.31292724609375,0.75
285,20,8,10,5.1,9.489999999999998,1.20703125,0.7501068115234375,0.75
286,20,9,4,13.75,54.1875,1.724609375,1.8206443786621092,0.75
287,20,10,18,7.388888888888888,12.237654320987652,1.431640625,0.9347801208496094,0.75
288,20,11,6,18.5,61.25,2.4228515625,5.200102806091309,0.75
289,20,12,28,9.392857142857142,15.881377551020408,1.9208984375,1.8360280990600584,0.75
290,20,13,12,23.91666666666667,47.743055555555586,2.305908203125,3.2982658743858337,0.75
291,20,14,50,12.66,12.264400000000002,2.11663818359375,2.0413882099092007,0.75
292,20,15,24,27.95833333333333,47.53993055555557,2.782440185546875,6.419128908775747,0.75
293,20,16,92,14.815217391304348,12.541942344045365,2.4720001220703125,3.1063327060546726,0.75
294,21,3,1,2.0,0.0,1.125,0.609375,0.625
295,21,4,3,1.3333333333333333,0.2222222222222222,1.5,1.25,0.625
296,21,5,2,3.5,2.25,2.03125,1.9677734375,0.625
297,21,6,4,4.0,21.5,1.921875,2.634521484375,0.625
298,21,7,3,7.666666666666668,24.222222222222214,2.296875,3.146240234375,0.625
299,21,8,5,7.2,51.76000000000001,2.375,2.984375,0.625
300,21,9,4,11.75,45.1875,2.6015625,3.19281005859375,0.625
301,21,10,7,9.857142857142858,78.6938775510204,2.7197265625,2.9888296127319336,0.625
302,21,11,6,16.833333333333332,60.13888888888889,2.87353515625,3.091916799545288,0.625
303,21,12,10,16.0,104.6,2.977294921875,3.0080294013023376,0.625
304,21,13,11,22.63636363636364,56.413223140495866,3.0897216796875,3.0521306842565536,0.625
305,21,14,18,21.61111111111111,113.12654320987656,3.185546875,3.0114707946777344,0.625
306,21,15,22,26.90909090909091,64.71900826446281,3.27984619140625,3.0249575935304165,0.625
307,21,16,32,28.125,89.171875,3.364990234375,3.0056981444358826,0.625
308,22,3,1,1.0,0.0,1.25,0.4375,1.125
309,22,4,5,1.4,0.24,0.8125,0.65234375,1.125
310,22,5,1,1.0,0.0,3.3125,3.27734375,1.125
311,22,6,3,1.0,0.0,2.96875,1.9365234375,1.125
312,22,7,3,5.0,8.0,3.453125,3.779052734375,1.125
313,22,8,13,3.615384615384616,3.775147928994083,3.05078125,6.7122650146484375,1.125
314,22,9,10,3.7,0.8099999999999999,3.60546875,6.6841888427734375,1.125
315,22,10,28,4.392857142857143,2.2385204081632653,2.447265625,3.06948471069336,1.125
316,22,11,25,4.88,3.9456,3.56689453125,4.744548559188843,1.125
317,22,12,23,3.9565217391304346,2.041587901701324,8.90869140625,45.0561158657074,1.125
318,22,13,14,4.714285714285714,1.061224489795918,9.10107421875,20.416785955429077,1.125
319,22,14,19,9.736842105263158,16.614958448753463,10.5645751953125,17.703105434775352,1.125
320,22,15,7,17.285714285714285,44.20408163265307,13.76068115234375,44.592201586812735,1.125
321,22,16,45,9.933333333333334,17.84,13.001663208007812,90.84550199448131,1.125
322,23,3,1,2.0,0.0,0.75,0.1875,0.75
323,23,4,5,1.6,0.24,0.5,0.25,0.75
324,23,5,6,2.0,0.0,0.9375,0.68359375,0.75
325,23,6,12,1.8333333333333333,0.13888888888888892,0.84375,0.5068359375,0.75
326,23,7,15,2.0,0.0,1.09375,0.7724609375,0.75
327,23,8,25,1.92,0.07359999999999997,1.125,0.609375,0.75
328,23,9,37,2.0,0.0,1.2421875,0.75384521484375,0.75
329,23,10,63,1.968253968253968,0.030738221214411682,1.279296875,0.6778526306152344,0.75
330,23,11,100,2.0,0.0,1.353515625,0.7461204528808594,0.75
331,23,12,164,1.9878048780487805,0.012046400951814395,1.40087890625,0.7157609462738037,0.75
332,23,13,261,2.0,0.0,1.45361328125,0.7434537410736084,0.75
333,23,14,423,1.9952718676122927,0.004705777151831173,1.4962158203125,0.7341165393590927,0.75
334,23,15,681,2.0,0.0,1.5391845703125,0.7490749210119247,0.75
335,23,16,1105,1.9981900452488688,0.0018066788149300802,1.5771484375,0.7508840560913086,0.75
336,24,3,2,2.0,1.0,0.5,0.25,0.75
337,24,4,2,2.5,2.25,0.9375,0.55859375,0.75
338,24,5,2,3.0,4.0,1.125,0.484375,0.75
339,24,6,3,3.333333333333333,4.222222222222221,1.21875,0.4833984375,0.75
340,24,7,3,5.0,8.0,1.2109375,0.40081787109375,0.75
341,24,8,4,5.25,8.6875,1.30859375,0.3774261474609375,0.75
342,24,9,5,6.2,12.159999999999998,1.361328125,0.3518638610839844,0.75
343,24,10,6,7.666666666666668,12.222222222222221,1.404296875,0.3306846618652344,0.75
344,24,11,7,9.571428571428571,12.244897959183676,1.45068359375,0.31299757957458496,0.75
345,24,12,11,8.909090909090908,17.900826446280988,1.48974609375,0.2977464199066162,0.75
346,24,13,12,12.0,11.0,1.525146484375,0.2845239043235779,0.75
347,24,14,17,12.411764705882351,13.183391003460207,1.55621337890625,0.2725968919694424,0.75
348,24,15,23,13.434782608695652,16.680529300567105,1.585052490234375,0.26162593718618155,0.75
349,24,16,31,14.612903225806454,14.108220603537974,1.6113128662109375,0.2514339087065309,0.75
350,25,3,2,2.5,0.25,0.375,0.234375,0.875
351,25,4,1,2.0,0.0,2.375,1.734375,0.875
352,25,5,2,8.5,42.25,0.625,0.546875,0.875
353,25,6,4,8.75,39.1875,0.546875,0.435302734375,0.875
354,25,7,4,9.25,50.1875,2.4609375,4.17034912109375,0.875
355,25,8,3,14.0,82.66666666666667,3.1171875,4.83782958984375,0.875
356,25,9,4,8.0,40.5,5.859375,8.546630859375,0.875
357,25,10,6,19.5,91.25,4.572265625,11.86001205444336,0.875
358,25,11,5,18.0,112.4,6.57958984375,14.43214201927185,0.875
359,25,12,21,13.666666666666664,67.26984126984128,4.127685546875,5.891655385494232,0.875
360,25,13,9,27.66666666666667,155.11111111111111,8.3265380859375,25.03143440186977,0.875
361,25,14,11,25.0,190.54545454545453,6.95611572265625,11.932461377233267,0.875
362,25,15,37,17.972972972972972,127.32359386413445,6.4290771484375,8.909825906157494,0.875
363,25,16,16,34.625,165.359375,9.306854248046877,19.515245988033712,0.875
364,26,3,2,3.5,6.25,0.125,0.109375,0.875
